1630547040;-0.65625;0.1875;0.703125
1630547100;-0.703125;0.1875;0.671875
1630547160;-0.6875;0.171875;0.6875
1630547220;-0.6875;0.171875;0.703125
1630547280;-0.640625;0.15625;0.703125
1630547340;-0.671875;0.15625;0.703125
1630547400;-0.65625;0.15625;0.734375
1630547460;-0.625;0.171875;0.734375
1630547520;-0.640625;0.171875;0.734375
1630547580;-0.65625;0.171875;0.734375
1630547640;-0.640625;0.171875;0.75
1630547700;-0.640625;0.15625;0.75
1630547760;-0.640625;0.15625;0.734375
1630547820;-0.640625;0.171875;0.734375
1630547880;-0.640625;0.171875;0.734375
1630547940;-0.640625;0.171875;0.734375
1630548000;-0.625;0.171875;0.734375
1630548060;-0.640625;0.171875;0.734375
1630548120;-0.640625;0.171875;0.75
1630548180;-0.625;0.171875;0.734375
1630548240;-0.625;0.171875;0.734375
1630548300;-0.640625;0.15625;0.734375
1630548360;-0.640625;0.171875;0.734375
1630548420;-0.640625;0.171875;0.734375
1630548480;-0.640625;0.171875;0.734375
1630548540;-0.640625;0.171875;0.75
1630548600;-0.625;0.171875;0.75
1630548660;-0.625;0.171875;0.734375
1630548720;-0.625;0.15625;0.734375
1630548780;-0.625;0.171875;0.734375
1630548840;-0.625;0.171875;0.734375
1630548900;-0.625;0.171875;0.75
1630548960;-0.625;0.171875;0.75
1630549020;-0.640625;0.171875;0.75
1630549080;-0.640625;0.171875;0.75
1630549140;-0.625;0.171875;0.75
1630549200;-0.625;0.171875;0.75
1630549260;-0.625;0.171875;0.75
1630549320;-0.625;0.171875;0.734375
1630549380;-0.625;0.171875;0.75
1630549440;-0.640625;0.171875;0.75
1630549500;-0.625;0.171875;0.75
1630549560;-0.609375;0.171875;0.75
1630549620;-0.609375;0.15625;0.75
1630549680;-0.625;0.171875;0.734375
1630549740;-0.625;0.171875;0.75
